frame_number,id,actor_actress,about,score
52001,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.8396100401878357
52201,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6645017462374909
52901,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.613489407702965
53001,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.7429012281567228
53401,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6384140253067017
53501,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.634002685546875
53601,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6575393080711365
55301,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.6355141401290894
55401,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.647479236125946
55501,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.6733016566454388
55601,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.673810601234436
55701,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.7160943915787714
55801,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.6149015563609115
55901,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.6758803129196167
56001,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.6179079413414001
56201,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.605854469712212
56301,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.6824923753738403
56501,6f236072-eda4-4110-8b2e-4336d0734133,Tessa Peake-Jones,About the Character: “Mrs. M” is the vicarage’s housekeeper—an indomitable soul who keeps everyone in check and does her best to make a chaotic household presentable. She’s been a local all her life  speaks her mind and can be a bit of a busybody.Where You’ve Seen Her Before: She might be recognized from her role in Season 1 of Unforgotten  but Peake-Jones is best known for her work in the 1980 film Pride and Prejudice and the series Only Fools and Horses.Fun Fact: Before Grantchester  Peake-Jones worked with Robson Green on an episode of the British medical drama series Casualty—and with a very naked James Norton on the indie film Bonobo  about a bohemian commune.Related Content: Read our exclusive cast interview with Peake-Jones and listen to her speak with the MASTERPIECE Studio podcast.,0.7193682193756104
56601,f9400dff-116f-419d-8788-dd92172e3872,Morven Christie,About the Character: Amanda is the beautiful society girl and free spirt whose love for Sidney Chambers must remain as no more than friendship. The two have known each other for a long time—Amanda went to school with Sidney’s sister. It’s she who gave Sidney the Labrador pup named Dickens.Where You’ve Seen Her Before: Morven is known for her portrayal of architect Ellen Rooney in The Replacement. She’s been in TV series such as The Bay  The A Word  and Doctor Who  and films including The Young Victoria and Road Dance.Fun Facts: Christie left school at age 16 and was employed as a waitress  retail assistant  and a ski instructor who even helped get ski boots on her students’ feet before turning to acting. “I’ve always been a doing person ” she told The Scotsman.Related Content: Hear Christie talk about Grantchester’s star-crossed lovers on the MASTERPIECE Studio podcast.,0.634030282497406
56901,f9400dff-116f-419d-8788-dd92172e3872,Morven Christie,About the Character: Amanda is the beautiful society girl and free spirt whose love for Sidney Chambers must remain as no more than friendship. The two have known each other for a long time—Amanda went to school with Sidney’s sister. It’s she who gave Sidney the Labrador pup named Dickens.Where You’ve Seen Her Before: Morven is known for her portrayal of architect Ellen Rooney in The Replacement. She’s been in TV series such as The Bay  The A Word  and Doctor Who  and films including The Young Victoria and Road Dance.Fun Facts: Christie left school at age 16 and was employed as a waitress  retail assistant  and a ski instructor who even helped get ski boots on her students’ feet before turning to acting. “I’ve always been a doing person ” she told The Scotsman.Related Content: Hear Christie talk about Grantchester’s star-crossed lovers on the MASTERPIECE Studio podcast.,0.725648045539856
57001,f9400dff-116f-419d-8788-dd92172e3872,Morven Christie,About the Character: Amanda is the beautiful society girl and free spirt whose love for Sidney Chambers must remain as no more than friendship. The two have known each other for a long time—Amanda went to school with Sidney’s sister. It’s she who gave Sidney the Labrador pup named Dickens.Where You’ve Seen Her Before: Morven is known for her portrayal of architect Ellen Rooney in The Replacement. She’s been in TV series such as The Bay  The A Word  and Doctor Who  and films including The Young Victoria and Road Dance.Fun Facts: Christie left school at age 16 and was employed as a waitress  retail assistant  and a ski instructor who even helped get ski boots on her students’ feet before turning to acting. “I’ve always been a doing person ” she told The Scotsman.Related Content: Hear Christie talk about Grantchester’s star-crossed lovers on the MASTERPIECE Studio podcast.,0.724463701248169
57101,f9400dff-116f-419d-8788-dd92172e3872,Morven Christie,About the Character: Amanda is the beautiful society girl and free spirt whose love for Sidney Chambers must remain as no more than friendship. The two have known each other for a long time—Amanda went to school with Sidney’s sister. It’s she who gave Sidney the Labrador pup named Dickens.Where You’ve Seen Her Before: Morven is known for her portrayal of architect Ellen Rooney in The Replacement. She’s been in TV series such as The Bay  The A Word  and Doctor Who  and films including The Young Victoria and Road Dance.Fun Facts: Christie left school at age 16 and was employed as a waitress  retail assistant  and a ski instructor who even helped get ski boots on her students’ feet before turning to acting. “I’ve always been a doing person ” she told The Scotsman.Related Content: Hear Christie talk about Grantchester’s star-crossed lovers on the MASTERPIECE Studio podcast.,0.6711669768294116
57201,f9400dff-116f-419d-8788-dd92172e3872,Morven Christie,About the Character: Amanda is the beautiful society girl and free spirt whose love for Sidney Chambers must remain as no more than friendship. The two have known each other for a long time—Amanda went to school with Sidney’s sister. It’s she who gave Sidney the Labrador pup named Dickens.Where You’ve Seen Her Before: Morven is known for her portrayal of architect Ellen Rooney in The Replacement. She’s been in TV series such as The Bay  The A Word  and Doctor Who  and films including The Young Victoria and Road Dance.Fun Facts: Christie left school at age 16 and was employed as a waitress  retail assistant  and a ski instructor who even helped get ski boots on her students’ feet before turning to acting. “I’ve always been a doing person ” she told The Scotsman.Related Content: Hear Christie talk about Grantchester’s star-crossed lovers on the MASTERPIECE Studio podcast.,0.6437667608261108
57501,f9400dff-116f-419d-8788-dd92172e3872,Morven Christie,About the Character: Amanda is the beautiful society girl and free spirt whose love for Sidney Chambers must remain as no more than friendship. The two have known each other for a long time—Amanda went to school with Sidney’s sister. It’s she who gave Sidney the Labrador pup named Dickens.Where You’ve Seen Her Before: Morven is known for her portrayal of architect Ellen Rooney in The Replacement. She’s been in TV series such as The Bay  The A Word  and Doctor Who  and films including The Young Victoria and Road Dance.Fun Facts: Christie left school at age 16 and was employed as a waitress  retail assistant  and a ski instructor who even helped get ski boots on her students’ feet before turning to acting. “I’ve always been a doing person ” she told The Scotsman.Related Content: Hear Christie talk about Grantchester’s star-crossed lovers on the MASTERPIECE Studio podcast.,0.712727742628591
57601,f9400dff-116f-419d-8788-dd92172e3872,Morven Christie,About the Character: Amanda is the beautiful society girl and free spirt whose love for Sidney Chambers must remain as no more than friendship. The two have known each other for a long time—Amanda went to school with Sidney’s sister. It’s she who gave Sidney the Labrador pup named Dickens.Where You’ve Seen Her Before: Morven is known for her portrayal of architect Ellen Rooney in The Replacement. She’s been in TV series such as The Bay  The A Word  and Doctor Who  and films including The Young Victoria and Road Dance.Fun Facts: Christie left school at age 16 and was employed as a waitress  retail assistant  and a ski instructor who even helped get ski boots on her students’ feet before turning to acting. “I’ve always been a doing person ” she told The Scotsman.Related Content: Hear Christie talk about Grantchester’s star-crossed lovers on the MASTERPIECE Studio podcast.,0.6590034365653992
58401,f4da19ce-8add-4c5f-a9fd-7606ae4ba279,Robson Green,About the Character: Geordie is the lovably crabby detective with a gruff exterior and heart of gold. His methodical approach to policing complements the more intuitive techniques of his vicar friends. He’s a no-nonsense  plain-speaking man who holds mental scars from serving in World War II. Geordie is the husband of Cathy Keating and a devoted father of four.Where You’ve Seen Him Before: Aside from his work on Grantchester and Soldier Soldier  Green is also recognized for roles in Touching Evil and Reckless. He also appeared in the series Being Human alongside Poldark star Aidan Turner.Fun Fact: Green had a brief career in the music industry as one half of the mid-90s pop duo Robson and Jerome. More recently  he and Grantchester co-star Tom Brittney had cameos as backing guitarists for Sam Fender in the North Shields’ singer’s music video.Related Content: Read our exclusive cast interview with Green and check out his audio interview with the MASTERPIECE Studio podcast.,0.6794569897328026
58501,f4da19ce-8add-4c5f-a9fd-7606ae4ba279,Robson Green,About the Character: Geordie is the lovably crabby detective with a gruff exterior and heart of gold. His methodical approach to policing complements the more intuitive techniques of his vicar friends. He’s a no-nonsense  plain-speaking man who holds mental scars from serving in World War II. Geordie is the husband of Cathy Keating and a devoted father of four.Where You’ve Seen Him Before: Aside from his work on Grantchester and Soldier Soldier  Green is also recognized for roles in Touching Evil and Reckless. He also appeared in the series Being Human alongside Poldark star Aidan Turner.Fun Fact: Green had a brief career in the music industry as one half of the mid-90s pop duo Robson and Jerome. More recently  he and Grantchester co-star Tom Brittney had cameos as backing guitarists for Sam Fender in the North Shields’ singer’s music video.Related Content: Read our exclusive cast interview with Green and check out his audio interview with the MASTERPIECE Studio podcast.,0.7333327094714231
59101,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6274125576019287
59201,f4da19ce-8add-4c5f-a9fd-7606ae4ba279,Robson Green,About the Character: Geordie is the lovably crabby detective with a gruff exterior and heart of gold. His methodical approach to policing complements the more intuitive techniques of his vicar friends. He’s a no-nonsense  plain-speaking man who holds mental scars from serving in World War II. Geordie is the husband of Cathy Keating and a devoted father of four.Where You’ve Seen Him Before: Aside from his work on Grantchester and Soldier Soldier  Green is also recognized for roles in Touching Evil and Reckless. He also appeared in the series Being Human alongside Poldark star Aidan Turner.Fun Fact: Green had a brief career in the music industry as one half of the mid-90s pop duo Robson and Jerome. More recently  he and Grantchester co-star Tom Brittney had cameos as backing guitarists for Sam Fender in the North Shields’ singer’s music video.Related Content: Read our exclusive cast interview with Green and check out his audio interview with the MASTERPIECE Studio podcast.,0.7823768258094788
59701,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6063643874634622
59801,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6420269777807016
60201,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6719200806665384
60501,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.668067216873169
60901,cd10ef26-e72e-4664-a747-a76f4c2ef89b,James Norton,About the Character:  Sidney is a young man who fought and killed in World War II  adores jazz  drinks too much  attracts female attention—and just happens to be the vicar of a Cambridgeshire village. His unlikely partnership with Inspector Keating is central to the series.Where You’ve Seen Him Before: MASTERPIECE fans may recognize Norton from playing lawyer Henry Alveston in the mystery Death Comes to Pemberley  or spied him in To Walk Invisible: The Brontë Sisters—where toy soldiers come to life and he’s the mini Duke of Wellington! Other period roles include Prince Andrei Bolkonsky in 2016’s War and Peace and tutor John Brooke in 2019’s Little Women. He first won critical acclaim playing a psychopath killer in Happy Valley.Fun Fact: While Norton was in drama school  he earned money leading children’s games and dispensing gummy bears at their parties. “I ran kids’ parties  cycling around London on Saturday mornings … taking 50 children for a birthday party with a rucksack full of Haribo ” he told Esquire.Related Content: Read our interview with Norton about his time on Grantchester—and have a chuckle watching he and Robson Green play The Grantchester Bromance Game!        ,0.6097846031188965
